Date;Time ;Weekday;P_pump ;p_TDLAS;p_in ;I_total;U_supply ;external_pump;Runtime;Conc_estimate;pCH4;xCH4;T_control;T_gas;%rH_gas;
2021-05-27;11:18:04;4;0,437;1027,6;1008,39;412,912;19,040633;1;455127;7,446;7,342;7,378;34,002;30,419;47,444;
2021-05-27;11:19:04;4;2,994;1027,49;1008,39;403,587;19,040535;1;455187;7,243;7,142;7,176;34;30,533;47,243;
2021-05-27;11:20:04;4;0,438;1027,51;1008,39;406,062;19,041909;1;455247;7,133;7,034;7,067;34,001;30,644;47,028;
2021-05-27;11:21:04;4;2,994;1027,45;1008,39;403,1;19,044069;1;455307;7,085;6,986;7,02;33,996;30,735;46,859;
2021-05-27;11:22:04;4;0,438;1027,45;1008,42;390,237;19,041517;1;455367;7,034;6,936;6,969;34;30,833;46,662;
2021-05-27;11:23:04;4;0,438;1027,49;1008,39;383,812;19,046425;1;455427;6,991;6,893;6,927;34;30,916;46,508;
2021-05-27;11:24:04;4;0,439;1027,49;1008,41;388,112;19,045247;1;455487;6,889;6,793;6,826;33,996;30,998;46,331;
2021-05-27;11:25:04;4;0,438;1027,49;1008,41;371,562;19,046327;1;455547;6,89;6,794;6,827;33,998;31,065;46,195;
2021-05-27;11:26:04;4;0,438;1027,48;1008,43;374,925;19,047701;1;455607;7,028;6,93;6,963;33,999;31,138;46,063;
2021-05-27;11:27:04;4;0,439;1027,42;1008,43;373,512;19,048584;1;455667;7,072;6,973;7,007;33,993;31,205;45,92;
2021-05-27;11:28:04;4;0,439;1027,41;1008,48;362,512;19,049468;1;455727;7,072;6,974;7,007;34;31,273;45,8;
2021-05-27;11:29:04;4;0,439;1027,41;1008,47;349,7;19,053296;1;455787;7,139;7,04;7,073;33,999;31,322;45,687;
2021-05-27;11:30:04;4;2,996;1027,41;1008,48;339,912;19,056143;1;455847;7,415;7,312;7,347;34,001;31,386;45,58;
2021-05-27;11:31:04;4;0,439;1027,39;1008,46;348,85;19,053002;1;455907;7,499;7,395;7,43;34,004;31,428;45,486;
2021-05-27;11:32:04;4;2,996;1027,39;1008,48;346,25;19,053983;1;455967;7,668;7,562;7,597;34;31,479;45,384;
2021-05-27;11:33:04;4;0,44;1027,37;1008,45;330,837;19,055456;1;456027;7,598;7,492;7,528;34,002;31,527;45,258;
2021-05-27;11:34:04;4;2,996;1027,36;1008,5;330,425;19,056045;1;456087;7,71;7,603;7,639;34,001;31,569;45,171;
2021-05-27;11:35:04;4;0,439;1027,37;1008,49;327,212;19,057321;1;456147;7,796;7,688;7,724;34;31,613;45,1;
2021-05-27;11:36:04;4;0,44;1027,38;1008,49;316,987;19,06056;1;456207;7,682;7,575;7,611;34,002;31,646;44,998;
2021-05-27;11:37:04;4;0,44;1027,41;1008,44;321,512;19,057812;1;456267;7,75;7,642;7,679;34;31,693;44,938;
2021-05-27;11:38:04;4;0,44;1027,39;1008,39;319,775;19,059578;1;456327;7,73;7,622;7,659;34,005;31,735;44,874;
2021-05-27;11:39:04;4;0,44;1027,38;1008,37;320,462;19,06056;1;456387;7,716;7,608;7,645;33,995;31,759;44,79;
2021-05-27;11:40:04;4;0,44;1027,35;1008,34;317,237;19,058793;1;456447;7,676;7,569;7,605;33,999;31,782;44,737;
2021-05-27;11:41:04;4;0,44;1027,32;1008,35;307,825;19,061149;1;456507;7,832;7,722;7,76;34,002;31,81;44,671;
2021-05-27;11:42:04;4;0,44;1027,25;1008,32;321,062;19,059578;1;456567;7,814;7,704;7,742;33,996;31,842;44,619;
2021-05-27;11:43:04;4;2,997;1027,25;1008,31;312,475;19,060855;1;456627;7,875;7,764;7,802;33,999;31,88;44,563;
2021-05-27;11:44:04;4;0,441;1027,25;1008,31;314,925;19,062229;1;456687;7,832;7,722;7,76;33,999;31,912;44,501;
2021-05-27;11:45:04;4;2,997;1027,26;1008,32;309,387;19,06164;1;456747;7,887;7,776;7,814;33,999;31,932;44,461;
2021-05-27;11:46:04;4;0,441;1027,25;1008,34;303,812;19,060953;1;456807;7,771;7,662;7,699;34,002;31,953;44,407;
2021-05-27;11:47:04;4;2,997;1027,24;1008,34;301,287;19,062916;1;456867;7,796;7,687;7,724;34,001;31,971;44,352;
2021-05-27;11:48:04;4;0,441;1027,26;1008,37;306,7;19,062131;1;456927;7,81;7,701;7,738;34,002;31,985;44,315;
2021-05-27;11:49:04;4;2,998;1027,28;1008,37;307,9;19,062033;1;456987;8,005;7,894;7,932;33,999;32,014;44,259;
2021-05-27;11:50:04;4;0,441;1027,29;1008,43;302,975;19,061935;1;457047;7,837;7,728;7,765;33,996;32,034;44,224;
2021-05-27;11:51:04;4;0,441;1027,31;1008,41;295,112;19,063505;1;457107;7,836;7,727;7,764;34,003;32,053;44,18;
2021-05-27;11:52:04;4;0,441;1027,32;1008,44;300,887;19,063211;1;457167;7,862;7,753;7,79;33,998;32,075;44,12;
2021-05-27;11:53:04;4;0,441;1027,34;1008,43;295,875;19,062622;1;457227;7,755;7,647;7,684;33,998;32,086;44,091;
2021-05-27;11:54:04;4;0,441;1027,34;1008,45;289,537;19,064585;1;457287;7,877;7,768;7,804;34,003;32,113;44,048;
2021-05-27;11:55:04;4;0,442;1027,37;1008,46;287,55;19,064585;1;457347;7,767;7,659;7,696;34,001;32,142;44,018;
2021-05-27;11:56:04;4;0,441;1027,41;1008,48;300,562;19,063701;1;457407;7,744;7,637;7,673;33,996;32,139;44,005;
2021-05-27;11:57:04;4;0,441;1027,41;1008,49;299,537;19,064487;1;457467;7,824;7,715;7,752;33,998;32,153;43,95;
2021-05-27;20:01:06;4;0,415;1029,92;1010,34;1308,062;18,859623;1;457570;7,888;7,793;7,815;26,689;23,488;55,66;
2021-05-27;20:02:06;4;0,419;1032,36;1012,79;1310,725;18,857071;1;457630;7,433;7,361;7,365;27,936;23,597;56,354;
2021-05-27;20:03:06;4;0,421;1033,93;1014,3;1317,262;18,855305;1;457690;5,987;5,938;5,932;28,925;23,785;56,811;
2021-05-27;20:04:06;4;0,423;1035,01;1015,31;1303,1;18,852261;1;457750;6,902;6,852;6,839;29,818;24,048;57,04;
2021-05-27;20:05:06;4;0,425;1035,62;1015,93;1305,587;18,852948;1;457810;6,609;6,565;6,548;30,667;24,387;56,988;
2021-05-27;20:06:06;4;0,426;1036,01;1016,3;1318,462;18,851378;1;457870;7,787;7,738;7,715;31,477;24,743;56,749;
2021-05-27;20:07:06;4;2,985;1036,05;1016,49;1313,437;18,851967;1;457930;7,549;7,503;7,479;32,248;25,127;56,347;
2021-05-27;20:08:06;4;0,429;1036,18;1016,61;1301,312;18,846568;1;457990;7,672;7,627;7,601;32,999;25,529;55,84;
2021-05-27;20:09:06;4;2,987;1036,19;1016,71;1314,912;18,848923;1;458050;7,517;7,473;7,448;33,719;25,947;55,245;
2021-05-27;20:10:06;4;0,43;1036,13;1016,68;1096,375;18,893685;1;458110;7,165;7,123;7,099;34,128;26,389;54,597;
2021-05-27;20:11:06;4;2,988;1035,79;1016,34;943,412;18,924901;1;458170;5,921;5,885;5,867;34,02;26,812;53,887;
2021-05-27;20:12:06;4;0,432;1035,25;1015,89;843,137;18,946987;1;458230;6,02;5,98;5,965;34,014;27,197;53,218;
2021-05-27;20:13:06;4;2,989;1034,93;1015,44;762,475;18,968484;1;458290;6,453;6,407;6,394;34,009;27,56;52,604;
2021-05-27;20:14:06;4;0,433;1034,58;1015,06;694,962;18,977123;1;458350;8,36;8,297;8,283;34,013;27,889;52,053;
2021-05-27;20:15:06;4;0,434;1034,14;1014,77;655,15;18,98419;1;458410;7,937;7,876;7,864;34,005;28,184;51,521;
2021-05-27;20:16:06;4;0,434;1033,83;1014,57;623,75;18,992731;1;458470;8,063;7,999;7,989;34,003;28,473;51,059;
2021-05-27;20:17:06;4;0,434;1033,65;1014,42;596,625;19,000289;1;458530;7,467;7,407;7,398;34,002;28,729;50,608;
2021-05-27;20:18:06;4;0,434;1033,47;1014,3;552,7;19,010891;1;458590;7,161;7,103;7,095;34,007;28,948;50,216;
2021-05-27;20:19:06;4;0,434;1033,3;1014,16;544,512;19,014817;1;458650;7,06;7,001;6,995;33,998;29,159;49,85;
2021-05-27;20:20:06;4;0,435;1033,27;1014,05;518,2;19,017664;1;458710;7,169;7,109;7,103;34,003;29,357;49,514;
2021-05-27;20:21:06;4;0,435;1033,17;1013,99;489,725;19,021885;1;458770;6,965;6,906;6,901;34,003;29,547;49,186;
2021-05-27;20:22:06;4;2,992;1033,03;1013,9;488,275;19,022572;1;458830;7,079;7,018;7,014;34,003;29,708;48,892;
2021-05-27;20:23:06;4;0,436;1032,92;1013,79;467,95;19,028854;1;458890;6,994;6,933;6,929;34,005;29,865;48,617;
2021-05-27;20:24:06;4;2,993;1032,9;1013,73;450,087;19,034253;1;458950;7,016;6,955;6,951;34;30,003;48,359;
2021-05-27;20:25:06;4;0,437;1032,92;1013,64;438,862;19,032682;1;459010;7,05;6,988;6,985;33,997;30,136;48,132;
2021-05-27;20:26:06;4;2,993;1032,84;1013,63;434,187;19,032584;1;459070;6,74;6,68;6,678;33,999;30,263;47,897;
2021-05-27;20:27:06;4;0,437;1032,77;1013,6;427,687;19,040044;1;459130;6,855;6,794;6,792;34,003;30,383;47,674;
2021-05-27;20:28:06;4;0,44;1032,65;1013,59;427,387;19,039357;1;459190;6,711;6,652;6,649;33,995;30,48;47,478;
2021-05-27;20:29:06;4;0,438;1032,52;1013,54;408,887;19,041026;1;459250;6,535;6,477;6,475;34,001;30,587;47,262;
2021-05-27;20:30:06;4;0,438;1032,5;1013,56;406,137;19,04132;1;459310;6,596;6,537;6,535;34,001;30,674;47,077;
2021-05-27;20:31:06;4;0,438;1032,5;1013,56;391,15;19,043677;1;459370;6,62;6,561;6,559;34,002;30,763;46,908;
2021-05-27;20:32:06;4;0,438;1032,46;1013,57;389,212;19,045443;1;459430;6,324;6,268;6,266;34,002;30,854;46,743;
2021-05-27;20:33:06;4;0,438;1032,46;1013,57;378,012;19,046327;1;459490;6,64;6,581;6,579;33,996;30,929;46,592;
2021-05-27;20:34:06;4;0,438;1032,51;1013,57;372,55;19,046523;1;459550;6,182;6,127;6,125;34,003;30,993;46,452;
2021-05-27;20:35:06;4;2,995;1032,49;1013,61;363,462;19,047995;1;459610;6,395;6,338;6,336;34;31,063;46,293;
2021-05-27;20:36:06;4;0,439;1032,51;1013,57;369,387;19,049566;1;459670;6,323;6,267;6,265;33,998;31,125;46,179;
2021-05-27;20:37:06;4;2,995;1032,52;1013,58;359,662;19,049861;1;459730;6,356;6,3;6,298;34,003;31,183;46,052;
2021-05-27;20:38:06;4;0,439;1032,48;1013,6;356,225;19,051726;1;459790;6,057;6,003;6,001;34,005;31,242;45,954;
2021-05-27;20:39:06;4;2,996;1032,42;1013,64;360,25;19,052609;1;459850;6,555;6,497;6,495;34,002;31,287;45,838;
2021-05-27;20:40:06;4;0,439;1032,41;1013,69;350,562;19,053198;1;459910;6,66;6,601;6,599;33,996;31,339;45,726;
2021-05-27;20:41:06;4;0,439;1032,43;1013,69;344,3;19,054376;1;459970;6,77;6,711;6,708;34;31,376;45,615;
2021-05-27;20:42:06;4;0,439;1032,46;1013,66;347,9;19,055259;1;460030;6,808;6,748;6,746;34,002;31,427;45,509;
2021-05-27;20:43:06;4;0,44;1032,45;1013,68;344,925;19,051627;1;460090;7,028;6,967;6,964;33,996;31,464;45,428;
2021-05-27;20:44:06;4;0,44;1032,45;1013,68;338,362;19,054965;1;460150;6,911;6,85;6,847;34,002;31,501;45,33;
2021-05-27;20:45:06;4;0,44;1032,41;1013,68;335,587;19,052805;1;460210;6,89;6,829;6,826;34;31,538;45,253;
2021-05-27;20:46:06;4;0,44;1032,4;1013,68;333,837;19,05575;1;460270;7,113;7,051;7,048;33,998;31,571;45,161;
2021-05-27;20:47:06;4;0,44;1032,4;1013,63;322,725;19,056928;1;460330;7,116;7,054;7,051;34,003;31,608;45,092;
2021-05-27;20:48:06;4;2,997;1032,39;1013,6;324,775;19,059481;1;460390;7,142;7,079;7,076;33,998;31,639;45,004;
2021-05-27;20:49:06;4;0,44;1032,4;1013,59;330,112;19,055456;1;460450;7,194;7,13;7,128;34,001;31,675;44,939;
2021-05-27;20:50:06;4;2,997;1032,4;1013,56;334,05;19,054867;1;460510;7,111;7,048;7,046;33,994;31,701;44,873;
2021-05-27;20:51:06;4;0,441;1032,41;1013,52;323,512;19,056928;1;460570;7,261;7,196;7,194;33,999;31,729;44,794;
2021-05-27;20:52:06;4;2,997;1032,42;1013,52;320,05;19,05683;1;460630;7,129;7,065;7,063;33,999;31,753;44,704;
2021-05-27;20:53:06;4;0,441;1032,41;1013,49;324,475;19,05791;1;460690;7,349;7,283;7,281;34;31,785;44,659;
2021-05-27;20:54:06;4;2,997;1032,39;1013,44;325,812;19,058989;1;460750;7,151;7,086;7,085;33,998;31,815;44,599;
2021-05-27;20:55:06;4;0,441;1032,36;1013,49;315,887;19,057124;1;460810;7,395;7,329;7,327;33,998;31,838;44,533;
2021-05-27;20:56:06;4;0,441;1032,33;1013,52;317,1;19,057026;1;460870;7,184;7,12;7,118;33,995;31,861;44,476;
2021-05-27;20:57:06;4;0,441;1032,31;1013,53;318,112;19,057124;1;460930;6,89;6,828;6,826;33,997;31,879;44,428;
2021-05-27;20:58:06;4;0,441;1032,3;1013,57;310,712;19,05899;1;460990;7,267;7,203;7,2;34,001;31,919;44,344;
2021-05-27;20:59:06;4;0,441;1032,29;1013,56;316,362;19,058793;1;461050;7,106;7,043;7,041;33,998;31,927;44,298;
2021-05-27;21:00:06;4;0,441;1032,3;1013,58;311,737;19,061345;1;461110;7,108;7,045;7,043;34,002;31,948;44,245;
2021-05-27;21:01:06;4;0,442;1032,36;1013,59;309,6;19,061149;1;461170;7,127;7,064;7,061;33,997;31,967;44,204;
2021-05-27;21:02:06;4;0,441;1032,32;1013,58;311,75;19,05791;1;461230;7,14;7,077;7,074;33,998;31,982;44,139;
2021-05-27;21:03:06;4;2,998;1032,35;1013,59;300,887;19,063014;1;461290;7,082;7,019;7,017;34;32,018;44,097;
2021-05-27;21:04:06;4;0,441;1032,36;1013,61;309,987;19,060266;1;461350;6,899;6,838;6,835;33,998;32,032;44,056;
2021-05-27;21:05:06;4;2,998;1032,36;1013,62;298,637;19,063211;1;461410;7,154;7,091;7,088;34,002;32,038;44,017;
2021-05-27;21:06:06;4;0,442;1032,38;1013,65;308,1;19,060364;1;461470;6,913;6,852;6,85;33,999;32,052;43,952;
2021-05-27;21:07:06;4;2,998;1032,39;1013,64;300,325;19,06272;1;461530;7,276;7,212;7,209;34,002;32,055;43,89;
2021-05-27;21:08:06;4;0,442;1032,41;1013,63;307,375;19,061149;1;461590;7,012;6,95;6,948;33,998;32,079;43,846;
2021-05-27;21:09:06;4;0,441;1032,42;1013,61;303,5;19,062327;1;461650;7,069;7,006;7,004;34;32,085;43,82;
2021-05-27;21:10:06;4;0,442;1032,41;1013,61;300,075;19,062524;1;461710;7,024;6,962;6,96;34,001;32,103;43,789;
2021-05-27;21:11:06;4;0,442;1032,42;1013,58;294,287;19,06429;1;461770;7,18;7,116;7,113;33,998;32,116;43,728;
2021-05-27;21:12:06;4;0,442;1032,44;1013,56;295,725;19,063211;1;461830;7,02;6,958;6,955;34;32,128;43,686;
2021-05-27;21:13:06;4;0,442;1032,44;1013,56;298,325;19,06272;1;461890;7,003;6,941;6,939;34,001;32,146;43,625;
2021-05-27;21:14:06;4;0,442;1032,46;1013,54;297,7;19,062131;1;461950;7,046;6,983;6,981;34,004;32,162;43,577;
2021-05-27;21:15:06;4;0,442;1032,48;1013,56;290,312;19,062916;1;462010;7,177;7,113;7,111;33,998;32,165;43,518;
2021-05-27;21:16:06;4;2,998;1032,51;1013,57;298,737;19,06272;1;462070;6,85;6,789;6,787;34,001;32,175;43,486;
2021-05-28;09:39:57;5;0,414;1037,05;1017,38;1326,1;18,860801;1;462143;7,251;7,214;7,184;25,164;22,123;57,988;
2021-05-28;09:40:57;5;0,417;1038,51;1018,89;1318,137;18,860212;1;462203;6,109;6,086;6,053;26,414;22,239;58,442;
2021-05-28;09:41:57;5;0,419;1039,4;1019,89;1326,562;18,854224;1;462263;6,335;6,318;6,277;27,409;22,438;58,627;
2021-05-28;09:42:57;5;0,421;1040,03;1020,47;1319,575;18,854911;1;462323;7,994;7,977;7,92;28,323;22,719;58,676;
2021-05-28;09:43:57;5;0,423;1040,34;1020,78;1315,062;18,851279;1;462383;7,9;7,886;7,827;29,183;23,04;58,495;
2021-05-28;09:44:57;5;0,425;1040,41;1020,97;1306,937;18,849316;1;462443;8,871;8,857;8,79;30,004;23,419;58,18;
2021-05-28;09:45:57;5;2,984;1040,46;1021,04;1310,787;18,847451;1;462503;8,429;8,415;8,351;30,793;23,812;57,699;
2021-05-28;09:46:57;5;0,427;1040,49;1021,04;1308,537;18,848629;1;462563;9,297;9,282;9,211;31,546;24,241;57,155;
2021-05-28;09:47:57;5;2,986;1040,52;1021,02;1312,937;18,847156;1;462623;8,688;8,674;8,608;32,282;24,655;56,514;
2021-05-28;09:48:57;5;0,429;1040,49;1020,98;1308,112;18,844899;1;462683;8,382;8,369;8,305;32,993;25,118;55,827;
2021-05-28;09:49:57;5;2,987;1040,22;1020,91;1304,737;18,847353;1;462743;8,656;8,641;8,576;33,692;25,563;55,118;
2021-05-28;09:50:57;5;0,43;1040,14;1020,78;1112,362;18,890446;1;462803;7,757;7,743;7,686;34,162;26,029;54,347;
2021-05-28;09:51:57;5;2,989;1039,65;1020,32;963,962;18,924213;1;462863;6,754;6,739;6,692;34,022;26,476;53,606;
2021-05-28;09:52:57;5;0,432;1039,16;1019,8;862,887;18,943552;1;462923;6,101;6,083;6,045;34,017;26,897;52,882;
2021-05-28;09:53:57;5;0,433;1038,69;1019,3;763,062;18,960239;1;462983;6,503;6,482;6,444;34,01;27,266;52,229;
2021-05-28;09:54:57;5;0,433;1038,26;1018,93;714,062;18,97781;1;463043;7,69;7,661;7,619;34,01;27,62;51,665;
2021-05-28;09:55:57;5;0,433;1038;1018,61;668,15;18,984779;1;463103;8,17;8,138;8,095;34,007;27,93;51,128;
2021-05-28;09:56:57;5;0,434;1037,7;1018,33;626,162;18,992043;1;463163;7,752;7,718;7,68;34,006;28,213;50,649;
2021-05-28;09:57:57;5;0,434;1037,34;1018,07;592,425;18,998522;1;463223;7,877;7,842;7,805;34,002;28,476;50,215;
2021-05-28;09:58:57;5;0,434;1037,17;1017,86;566,862;19,00608;1;463283;7,592;7,556;7,522;34,003;28,713;49,834;
2021-05-28;09:59:57;5;0,434;1037,05;1017,71;561,05;19,008142;1;463343;7,251;7,216;7,184;34,003;28,935;49,466;
2021-05-28;10:00:57;5;2,991;1036,9;1017,61;496,812;19,013246;1;463403;7,201;7,165;7,135;34;29,143;49,118;
2021-05-28;10:01:57;5;0,435;1036,76;1017,51;519,95;19,015897;1;463463;7,279;7,242;7,212;34,004;29,322;48,801;
2021-05-28;10:02:57;5;2,992;1036,82;1017,4;478,4;19,02051;1;463523;7,362;7,324;7,294;34,003;29,5;48,506;
2021-05-28;10:03:57;5;0,435;1036,67;1017,28;489,075;19,030621;1;463583;7,041;7,004;6,976;34,002;29,66;48,234;
2021-05-28;10:04:57;5;2,992;1036,55;1017,22;460,525;19,029443;1;463643;7,201;7,163;7,135;33,998;29,802;47,986;
2021-05-28;10:05:57;5;0,436;1036,46;1017,17;451,887;19,031897;1;463703;7,132;7,094;7,066;34,004;29,933;47,765;
2021-05-28;10:06:57;5;0,436;1036,42;1017,15;438,587;19,03278;1;463763;7,118;7,079;7,052;33,999;30,066;47,544;
2021-05-28;10:07:57;5;0,436;1036,39;1017,13;433,887;19,033762;1;463823;7,079;7,041;7,014;34,002;30,182;47,343;
2021-05-28;10:08:57;5;0,437;1036,38;1017,11;409,737;19,037197;1;463883;7,257;7,217;7,19;34,001;30,3;47,123;
2021-05-28;10:09:57;5;0,437;1036,35;1017,09;405,587;19,040241;1;463943;6,797;6,76;6,734;34,003;30,405;46,946;
2021-05-28;10:10:57;5;0,437;1036,26;1017,07;408,962;19,04132;1;464003;6,709;6,672;6,647;33,999;30,502;46,772;
2021-05-28;10:11:57;5;0,438;1036,11;1017,08;393,25;19,043382;1;464063;6,796;6,759;6,734;34,001;30,596;46,603;
2021-05-28;10:12:57;5;0,438;1036,01;1017,04;394,162;19,044952;1;464123;6,534;6,498;6,474;33,998;30,682;46,454;
2021-05-28;10:13:57;5;2,994;1036,03;1016,99;391,95;19,045149;1;464183;6,98;6,941;6,916;34,002;30,759;46,319;
2021-05-28;10:14:57;5;0,438;1036,01;1016,93;388,187;19,044167;1;464243;6,66;6,622;6,598;33,995;30,832;46,167;
2021-05-28;10:15:57;5;2,994;1035,99;1016,88;379,625;19,047505;1;464303;6,293;6,258;6,235;34,002;30,901;46,041;
2021-05-28;10:16:57;5;0,438;1036;1016,83;378,55;19,046425;1;464363;6,401;6,364;6,342;34,001;30,974;45,902;
2021-05-28;10:17:57;5;2,995;1035,98;1016,86;372,912;19,04829;1;464423;6,384;6,348;6,325;34,002;31,036;45,785;
2021-05-28;10:18:57;5;0,438;1036;1016,87;365,287;19,049664;1;464483;6,515;6,478;6,455;33,999;31,092;45,663;
2021-05-28;10:19:57;5;0,438;1036,01;1016,84;364,55;19,049566;1;464543;6,606;6,568;6,545;33,998;31,145;45,568;
2021-05-28;10:20:57;5;0,438;1036,02;1016,84;362,175;19,051333;1;464603;6,6;6,562;6,539;33,999;31,199;45,443;
2021-05-28;10:21:57;5;0,439;1035,97;1016,87;344,7;19,052314;1;464663;6,758;6,72;6,696;34,007;31,244;45,336;
2021-05-28;10:22:57;5;0,439;1035,92;1016,88;353,025;19,050646;1;464723;6,985;6,945;6,921;33,999;31,284;45,232;
2021-05-28;10:23:57;5;0,439;1035,92;1016,88;340,325;19,053492;1;464783;6,812;6,773;6,749;34,001;31,346;45,121;
2021-05-28;10:24:57;5;0,438;1035,93;1016,91;349,025;19,053394;1;464843;7,026;6,987;6,962;33,998;31,393;45,018;
2021-05-28;10:25:57;5;0,439;1035,93;1016,94;334,975;19,052903;1;464903;7,029;6,989;6,964;34,002;31,417;44,922;
2021-05-28;10:26:57;5;2,996;1035,93;1016,91;335,687;19,055161;1;464963;7,193;7,153;7,127;34,001;31,456;44,847;
2021-05-28;10:27:57;5;0,439;1035,95;1016,97;329,337;19,056634;1;465023;7,348;7,307;7,28;34,005;31,499;44,787;
2021-05-28;10:28:57;5;2,996;1035,91;1016,98;336,95;19,058401;1;465083;7,318;7,277;7,251;34;31,537;44,702;
2021-05-28;10:29:57;5;0,439;1035,88;1016,96;334,375;19,05575;1;465143;7,27;7,229;7,203;34,001;31,571;44,64;
2021-05-28;10:30:57;5;2,996;1035,86;1016,98;333,15;19,056438;1;465203;7,376;7,335;7,308;34;31,597;44,548;
