Date;Time ;Weekday;P_pump ;p_TDLAS;p_in ;I_total;U_supply ;external_pump;Runtime;Conc_estimate;pCH4;xCH4;T_control;T_gas;%rH_gas;
2021-05-28;10:31:57;5;0,44;1035,85;1016,94;330,487;19,058989;1;465263;7,433;7,391;7,365;33,997;31,627;44,481;
2021-05-28;10:32:57;5;2,996;1035,87;1016,95;320,1;19,057517;1;465323;7,279;7,238;7,212;34;31,656;44,429;
2021-05-28;10:33:57;5;0,44;1035,86;1017,01;325,137;19,057811;1;465383;7,296;7,256;7,229;33,999;31,692;44,377;
2021-05-28;10:34:57;5;0,44;1035,91;1017;321,037;19,058106;1;465443;7,38;7,338;7,311;33,999;31,728;44,302;
2021-05-28;10:35:57;5;0,44;1035,89;1017,02;320,45;19,060363;1;465503;7,485;7,443;7,416;34,002;31,759;44,259;
2021-05-28;10:36:57;5;0,44;1035,84;1017;317,55;19,059579;1;465563;7,46;7,419;7,391;34;31,782;44,215;
2021-05-28;10:37:57;5;0,44;1035,82;1016,98;315,925;19,058302;1;465623;7,109;7,069;7,043;34;31,805;44,182;
2021-05-28;10:38:57;5;0,44;1035,78;1017,02;310,125;19,060757;1;465683;7,552;7,51;7,483;34,002;31,828;44,135;
2021-05-28;10:39:57;5;0,44;1035,73;1016,98;319,8;19,059677;1;465743;7,747;7,704;7,676;33,997;31,857;44,078;
2021-05-28;10:40:57;5;0,44;1035,7;1016,97;312,512;19,060462;1;465803;7,365;7,324;7,297;33,998;31,869;44,053;
2021-05-28;10:41:57;5;2,997;1035,66;1016,93;314,462;19,059088;1;465863;7,305;7,264;7,238;33,998;31,883;44,025;
2021-05-28;10:42:57;5;0,441;1035,68;1016,87;304,275;19,058695;1;465923;7,431;7,389;7,362;33,995;31,904;43,968;
2021-05-28;10:43:57;5;2,997;1035,68;1016,84;307,312;19,060757;1;465983;7,334;7,292;7,267;33,995;31,929;43,931;
2021-05-28;10:44:57;5;0,44;1035,64;1016,84;305,45;19,063505;1;466043;7,44;7,397;7,371;34,002;31,948;43,887;
2021-05-28;10:45:57;5;2,997;1035,63;1016,8;300,125;19,062033;1;466103;7,386;7,344;7,318;34,002;31,963;43,826;
2021-05-28;10:46:57;5;0,441;1035,63;1016,78;306,462;19,062131;1;466163;7,451;7,408;7,382;34,001;31,988;43,809;
2021-05-28;10:47:57;5;0,44;1035,65;1016,76;298,675;19,06164;1;466223;7,39;7,347;7,322;33,996;31,997;43,763;
2021-05-28;10:48:57;5;0,441;1035,62;1016,74;295,9;19,062425;1;466283;7,177;7,135;7,111;33,998;32,021;43,743;
2021-05-28;10:49:57;5;0,441;1035,62;1016,74;302,9;19,060658;1;466343;7,58;7,536;7,51;33,997;32,036;43,705;
2021-05-28;10:50:57;5;0,441;1035,58;1016,72;294,237;19,063604;1;466403;7,373;7,33;7,305;34;32,056;43,688;
2021-05-28;10:51:57;5;0,441;1035,58;1016,74;300,262;19,062622;1;466463;7,2;7,158;7,133;33,999;32,083;43,648;
2021-05-28;10:52:57;5;0,441;1035,61;1016,78;300,062;19,063211;1;466523;7,258;7,216;7,191;34;32,088;43,612;
2021-05-28;10:53:57;5;0,441;1035,62;1016,77;298,187;19,062524;1;466583;7,329;7,287;7,261;33,999;32,099;43,577;
2021-05-28;10:54:57;5;2,998;1035,61;1016,76;297,037;19,063898;1;466643;7,369;7,327;7,301;33,998;32,114;43,552;
2021-05-28;10:55:57;5;0,441;1035,61;1016,78;297,4;19,063211;1;466703;7,368;7,325;7,3;33,998;32,128;43,51;
2021-05-28;10:56:57;5;2,998;1035,59;1016,79;292,25;19,064094;1;466763;7,24;7,198;7,173;33,998;32,139;43,498;
2021-05-28;10:57:57;5;0,441;1035,59;1016,77;285,625;19,064487;1;466823;7,246;7,204;7,179;34,001;32,15;43,463;
2021-05-28;10:58:57;5;2,997;1035,58;1016,75;293,187;19,064192;1;466883;7,34;7,298;7,273;33,999;32,166;43,455;
2021-05-28;10:59:57;5;0,442;1035,6;1016,76;292,1;19,064978;1;466943;7,256;7,214;7,189;34,002;32,188;43,424;
2021-05-28;11:00:57;5;0,442;1035,58;1016,78;292,037;19,064683;1;467003;7,279;7,237;7,212;34,001;32,201;43,412;
2021-05-28;11:01:57;5;0,442;1035,59;1016,79;286,4;19,063898;1;467063;7,289;7,247;7,222;33,998;32,215;43,387;
2021-05-28;11:02:57;5;0,442;1035,61;1016,79;289,512;19,065174;1;467123;7,159;7,118;7,093;33,998;32,224;43,372;
2021-05-28;11:03:57;5;0,442;1035,55;1016,75;289,237;19,067824;1;467183;7,245;7,203;7,178;33,998;32,232;43,353;
2021-05-28;11:04:57;5;0,442;1035,54;1016,73;286,737;19,066254;1;467243;7,107;7,066;7,042;33,996;32,247;43,315;
2021-05-28;11:05:57;5;0,441;1035,53;1016,72;290,65;19,063996;1;467303;7,258;7,216;7,191;33,992;32,256;43,316;
2021-05-28;11:06:57;5;0,441;1035,51;1016,69;284,5;19,066548;1;467363;7,238;7,196;7,172;34;32,271;43,298;
2021-05-28;11:07:57;5;2,998;1035,49;1016,66;285,737;19,065665;1;467423;7,229;7,187;7,163;33,999;32,293;43,283;
2021-05-28;11:08:57;5;0,441;1035,46;1016,64;279,787;19,068609;1;467483;7,333;7,29;7,266;33,999;32,291;43,263;
2021-05-28;11:09:57;5;2,998;1035,45;1016,64;281,55;19,0691;1;467543;7,304;7,261;7,237;34,004;32,308;43,252;
2021-05-28;11:10:57;5;0,441;1035,4;1016,63;281,35;19,069591;1;467603;7,254;7,211;7,187;34,002;32,317;43,246;
2021-05-28;11:11:57;5;2,998;1035,39;1016,62;276,125;19,067235;1;467663;7,133;7,091;7,067;33,999;32,327;43,214;
2021-05-28;11:12:57;5;0,442;1035,35;1016,61;287,125;19,06645;1;467723;7,148;7,106;7,082;33,998;32,331;43,198;
2021-05-28;11:13:57;5;2,998;1035,37;1016,63;279,737;19,06753;1;467783;7,291;7,248;7,224;34,001;32,333;43,202;
2021-05-28;11:14:57;5;0,442;1035,34;1016,64;282,95;19,066646;1;467843;7,151;7,109;7,085;33,998;32,355;43,174;
2021-05-28;11:15:57;5;0,442;1035,31;1016,63;278,625;19,066254;1;467903;7,186;7,144;7,12;33,999;32,361;43,171;
2021-05-28;11:16:57;5;0,442;1035,29;1016,6;283,937;19,066254;1;467963;7,139;7,097;7,073;33,997;32,376;43,143;
2021-05-28;11:17:57;5;0,442;1035,26;1016,6;274,287;19,068904;1;468023;7,194;7,152;7,128;33,997;32,382;43,127;
2021-05-28;11:18:57;5;0,442;1035,26;1016,58;278,975;19,069297;1;468083;6,93;6,888;6,866;34;32,393;43,112;
2021-05-28;11:19:57;5;0,442;1035,24;1016,59;287,137;19,067039;1;468143;7,168;7,125;7,102;33,999;32,392;43,082;
2021-05-28;11:20:57;5;0,442;1035,26;1016,59;288,125;19,06537;1;468203;7,174;7,132;7,108;34;32,414;43,081;
2021-05-28;11:21:57;5;0,442;1035,22;1016,57;286,1;19,067137;1;468263;7,098;7,056;7,033;34,002;32,419;43,072;
2021-05-28;11:22:57;5;2,998;1035,22;1016,58;278,612;19,06645;1;468323;7,253;7,21;7,186;34;32,424;43,029;
2021-05-28;11:23:57;5;0,442;1035,19;1016,57;276,312;19,065272;1;468383;7,382;7,338;7,314;34,001;32,43;43;
2021-05-28;11:24:57;5;2,999;1035,23;1016,58;282,737;19,066352;1;468443;7,331;7,287;7,264;33,999;32,445;42,995;
2021-05-28;11:25:57;5;0,442;1035,23;1016,58;270,225;19,068315;1;468503;7,1;7,057;7,034;33,997;32,449;42,962;
2021-05-28;11:26:57;5;2,998;1035,22;1016,54;269,187;19,068119;1;468563;7,507;7,462;7,438;33,999;32,458;42,96;
2021-05-28;11:27:57;5;0,442;1035,19;1016,54;276,825;19,068119;1;468623;7,512;7,467;7,443;33,996;32,491;42,93;
2021-05-28;11:28:57;5;0,443;1035,21;1016,54;277,55;19,068119;1;468683;7,454;7,409;7,385;34;32,483;42,896;
2021-05-28;11:29:57;5;0,443;1035,18;1016,53;273,325;19,066843;1;468743;7,343;7,299;7,276;34,004;32,487;42,897;
2021-05-28;11:30:57;5;0,442;1035,19;1016,5;272,15;19,068315;1;468803;7,29;7,246;7,223;34,001;32,488;42,854;
2021-05-28;11:31:57;5;0,443;1035,18;1016,5;278,425;19,066057;1;468863;7,357;7,312;7,289;33,999;32,523;42,841;
2021-05-28;11:32:57;5;0,443;1035,17;1016,46;278,3;19,069395;1;468923;7,356;7,312;7,289;33,999;32,522;42,828;
2021-05-28;11:33:57;5;0,443;1035,18;1016,44;279,987;19,067236;1;468983;7,273;7,229;7,206;33,999;32,528;42,802;
2021-05-28;11:34:57;5;0,443;1035,18;1016,46;273,125;19,06861;1;469043;7,328;7,283;7,26;34,001;32,526;42,761;
2021-05-28;11:35:57;5;2,999;1035,19;1016,45;268,675;19,06753;1;469103;7,361;7,316;7,293;34,005;32,532;42,736;
2021-05-28;11:36:57;5;0,443;1035,16;1016,44;276,662;19,068511;1;469163;7,337;7,292;7,27;33,997;32,545;42,73;
2021-05-28;11:37:57;5;2,999;1035,17;1016,46;271,537;19,068511;1;469223;7,68;7,633;7,609;34,001;32,555;42,701;
2021-05-28;11:38:57;5;0,443;1035,16;1016,48;270,837;19,068511;1;469283;7,339;7,295;7,271;33,999;32,562;42,682;
2021-05-28;11:39:57;5;2,999;1035,2;1016,48;272,837;19,069886;1;469343;7,381;7,336;7,313;34,002;32,576;42,677;
2021-05-28;11:40:57;5;0,443;1035,2;1016,5;275,65;19,067432;1;469403;7,307;7,263;7,24;33,997;32,577;42,651;
2021-05-28;11:41:57;5;0,443;1035,22;1016,49;269,425;19,069493;1;469463;7,225;7,182;7,159;34,006;32,577;42,628;
2021-05-28;11:42:57;5;0,443;1035,24;1016,48;279,837;19,06802;1;469523;7,41;7,365;7,342;33,997;32,578;42,604;
2021-05-28;11:43:57;5;0,443;1035,23;1016,52;276,087;19,068904;1;469583;7,346;7,302;7,278;33,998;32,589;42,605;
2021-05-28;11:44:57;5;0,443;1035,25;1016,51;266,962;19,070769;1;469643;7,302;7,258;7,235;34,005;32,596;42,596;
2021-05-28;11:45:57;5;0,443;1035,23;1016,54;274,337;19,069297;1;469703;7,179;7,136;7,113;33,997;32,61;42,564;
2021-05-28;11:46:57;5;0,443;1035,24;1016,51;269,925;19,069788;1;469763;7,348;7,304;7,281;33,999;32,612;42,535;
2021-05-28;11:47:57;5;0,443;1035,22;1016,51;275,025;19,069591;1;469823;7,25;7,206;7,183;33,996;32,619;42,525;
2021-05-28;11:48:57;5;2,999;1035,21;1016,5;269,975;19,069787;1;469883;7,502;7,457;7,433;34,001;32,62;42,506;
2021-05-28;11:49:57;5;0,443;1035,21;1016,5;265,125;19,068315;1;469943;7,232;7,188;7,165;34,002;32,631;42,477;
2021-05-28;11:50:57;5;2,999;1035,19;1016,47;268,325;19,069297;1;470003;7,233;7,189;7,166;33,997;32,635;42,451;
2021-05-28;11:51:57;5;0,443;1035,18;1016,48;266,737;19,069885;1;470063;7,267;7,223;7,2;34,002;32,638;42,435;
2021-05-28;11:52:57;5;3;1035,17;1016,47;259,112;19,069198;1;470123;7,41;7,365;7,342;33,999;32,647;42,405;
2021-05-28;12:26:07;5;0,426;1037,48;1018,21;837,325;18,961613;1;470230;7,256;7,224;7,189;34,161;30,734;43,61;
2021-05-28;12:27:07;5;0,428;1037,55;1018,25;662,225;18,999896;1;470290;6,946;6,916;6,882;34,019;30,771;43,822;
2021-05-28;12:28:07;5;0,43;1037,37;1018,15;580,012;19,01678;1;470350;6,94;6,91;6,876;34,011;30,829;43,911;
2021-05-28;12:29:07;5;0,431;1037,13;1017,96;505,587;19,028756;1;470410;6,897;6,866;6,834;34,006;30,902;43,962;
2021-05-28;12:30:07;5;0,433;1036,87;1017,7;474,8;19,034646;1;470470;7,08;7,045;7,015;34,003;30,967;43,996;
2021-05-28;12:31:07;5;0,433;1036,61;1017,47;443,187;19,037394;1;470530;6,729;6,695;6,667;33,999;31,051;44,029;
2021-05-28;12:32:07;5;2,992;1036,37;1017,34;428,887;19,047112;1;470590;6,782;6,746;6,719;34,003;31,128;44,038;
2021-05-28;12:33:07;5;0,436;1036,19;1017,18;408,062;19,051235;1;470650;6,535;6,5;6,475;34;31,208;44,004;
2021-05-28;12:34:07;5;2,993;1036,08;1017,07;387,35;19,052216;1;470710;6,575;6,539;6,514;34,005;31,301;43,985;
2021-05-28;12:35:07;5;0,437;1036,01;1016,99;375,45;19,052707;1;470770;6,19;6,155;6,133;34,004;31,378;43,951;
2021-05-28;12:36:07;5;2,994;1035,91;1016,92;370,512;19,054376;1;470830;6,506;6,469;6,445;34,004;31,45;43,91;
2021-05-28;12:37:07;5;0,438;1035,79;1016,83;368,075;19,05575;1;470890;6,699;6,661;6,637;33,999;31,525;43,845;
2021-05-28;12:38:07;5;2,995;1035,66;1016,75;353,525;19,056143;1;470950;6,727;6,688;6,665;34,005;31,602;43,788;
2021-05-28;12:39:07;5;0,438;1035,57;1016,69;345,387;19,057812;1;471010;6,919;6,879;6,856;34,004;31,662;43,752;
2021-05-28;12:40:07;5;0,439;1035,53;1016,62;338,337;19,058204;1;471070;7,41;7,366;7,342;34,001;31,726;43,683;
2021-05-28;12:41:07;5;0,439;1035,51;1016,56;336,175;19,060953;1;471130;7,203;7,16;7,137;33,996;31,79;43,568;
2021-05-28;12:42:07;5;0,44;1035,48;1016,54;323,05;19,06272;1;471190;7,271;7,228;7,204;33,997;31,844;43,524;
2021-05-28;12:43:07;5;0,44;1035,45;1016,54;316,987;19,063113;1;471250;7,111;7,068;7,045;33,999;31,901;43,451;
2021-05-28;12:44:07;5;0,44;1035,48;1016,5;316,787;19,065763;1;471310;7,154;7,11;7,088;34,001;31,949;43,377;
2021-05-28;12:45:07;5;0,441;1035,43;1016,49;309,087;19,065076;1;471370;7,332;7,288;7,265;33,997;31,995;43,313;
2021-05-28;12:46:07;5;0,441;1035,42;1016,47;304,325;19,067333;1;471430;7,201;7,158;7,135;34,002;32,043;43,245;
2021-05-28;12:47:07;5;2,997;1035,36;1016,45;305,5;19,066254;1;471490;7,055;7,012;6,99;33,998;32,103;43,166;
2021-05-28;12:48:07;5;0,441;1035,34;1016,46;294,287;19,067333;1;471550;7,267;7,223;7,2;34,001;32,142;43,117;
2021-06-20;14:55:51;7;0,416;1027,96;1008,42;1314,875;18,841463;1;471614;10,334;10,19;10,239;26,564;23,564;55,491;
2021-06-20;14:56:51;7;0,419;1031,9;1012,41;1323,162;18,845979;1;471674;8,942;8,852;8,86;27,804;23,703;56,904;
2021-06-20;14:57:51;7;0,422;1033,34;1013,78;1319,412;18,843132;1;471734;7,458;7,393;7,389;28,796;23,873;58,268;
2021-06-20;14:58:51;7;0,423;1032,79;1013,28;1317,2;18,842641;1;471794;7,964;7,891;7,891;29,699;24,153;58,552;
2021-06-20;14:59:51;7;0,425;1031,69;1012,17;1316,012;18,841071;1;471854;7,69;7,611;7,619;30,548;24,475;58,571;
2021-06-20;15:00:51;7;0,427;1030,21;1010,8;1318,9;18,840678;1;471914;8,416;8,318;8,339;31,362;24,833;58,269;
2021-06-20;15:01:51;7;2,986;1029,03;1009,62;1306,7;18,834788;1;471974;8,466;8,358;8,388;32,146;25,221;58,099;
2021-06-20;15:02:51;7;0,43;1028,04;1008,47;1305,987;18,836752;1;472034;7,936;7,826;7,863;32,899;25,636;57,742;
2021-06-20;15:03:51;7;2,987;1027;1007,53;1299,2;18,835083;1;472094;7,535;7,423;7,466;33,636;26,068;57,074;
2021-06-20;15:04:51;7;0,431;1026,19;1006,79;1114,5;18,876212;1;472154;7,174;7,063;7,108;34,202;26,504;56,556;
2021-06-20;15:05:51;7;2,989;1025,2;1005,89;951,762;18,915968;1;472214;5,963;5,865;5,908;34,025;26,943;55,719;
2021-06-20;15:06:51;7;0,433;1024,35;1005,04;838,387;18,943257;1;472274;5,689;5,591;5,637;34,017;27,355;54,95;
2021-06-20;15:07:51;7;2,99;1023,57;1004,27;749,887;18,961908;1;472334;6,751;6,63;6,689;34,015;27,727;54,193;
2021-06-20;15:08:51;7;0,434;1022,77;1003,65;694,487;18,974669;1;472394;7,514;7,374;7,445;34,009;28,063;53,545;
2021-06-20;15:09:51;7;0,434;1022,3;1003,16;648,137;18,983994;1;472454;7,683;7,536;7,612;34,006;28,374;52,932;
2021-06-20;15:10:51;7;0,434;1021,9;1002,69;604,45;18,994399;1;472514;7,55;7,403;7,481;34,006;28,662;52,375;
2021-06-20;15:11:51;7;0,434;1021,54;1002,31;567,35;19,001565;1;472574;7,211;7,067;7,145;34,006;28,924;51,892;
2021-06-20;15:12:51;7;0,435;1021,37;1002,02;541,212;19,008534;1;472634;6,889;6,75;6,826;34,005;29,163;51,389;
2021-06-20;15:13:51;7;0,435;1021,13;1001,82;525,312;19,011087;1;472694;6,972;6,83;6,908;34,001;29,398;50,944;
2021-06-20;15:14:51;7;0,436;1020,89;1001,69;502,9;19,017075;1;472754;6,834;6,694;6,771;34,001;29,605;50,437;
2021-06-20;15:15:51;7;0,436;1020,8;1001,58;482,212;19,016191;1;472814;6,773;6,633;6,711;34;29,779;49,969;
2021-06-20;15:16:51;7;2,993;1020,71;1001,55;458,812;19,025124;1;472874;6,7;6,562;6,638;34,002;29,968;49,635;
2021-06-20;15:17:51;7;0,437;1020,65;1001,52;441,975;19,026008;1;472934;6,645;6,508;6,584;34,003;30,128;49,264;
2021-06-20;15:18:51;7;2,994;1020,48;1001,46;438,475;19,029836;1;472994;6,764;6,624;6,702;34,001;30,275;48,929;
2021-06-20;15:19:51;7;0,437;1020,3;1001,41;427,362;19,033467;1;473054;6,603;6,466;6,542;34,002;30,423;48,633;
2021-06-20;15:20:51;7;2,994;1020,26;1001,4;408,112;19,035136;1;473114;6,387;6,254;6,328;34,001;30,559;48,328;
2021-06-20;15:21:51;7;0,438;1020,24;1001,36;398,337;19,037786;1;473174;6,253;6,123;6,196;34;30,691;48,022;
2021-06-20;15:22:51;7;0,438;1020,22;1001,38;385,812;19,038866;1;473234;6,058;5,932;6,002;33,995;30,798;47,719;
2021-06-20;15:23:51;7;0,438;1020,22;1001,33;377,55;19,044462;1;473294;5,986;5,861;5,931;34,003;30,901;47,507;
2021-06-20;15:24:51;7;0,439;1020,25;1001,32;382,987;19,043873;1;473354;5,914;5,79;5,859;33,998;30,996;47,267;
2021-06-20;15:25:51;7;0,438;1020,1;1001,24;362,862;19,045738;1;473414;5,872;5,749;5,818;34;31,082;46,787;
2021-06-20;15:26:51;7;0,439;1020,07;1001,18;363,925;19,048683;1;473474;5,807;5,685;5,754;34,002;31,179;46,402;
2021-06-20;15:27:51;7;0,439;1020,05;1001,14;348,95;19,046916;1;473534;6,074;5,946;6,018;33,998;31,261;46,012;
2021-06-20;15:28:51;7;0,439;1020,07;1001,11;349,587;19,050646;1;473594;6,184;6,054;6,127;34,002;31,332;45,685;
2021-06-20;15:29:51;7;2,996;1020,05;1001,13;334,275;19,051333;1;473654;6,319;6,186;6,261;34,001;31,411;45,412;
2021-06-20;15:30:51;7;0,439;1020,01;1001,2;319,212;19,052413;1;473714;6,293;6,161;6,235;34,004;31,477;45,222;
2021-06-20;15:31:51;7;2,996;1020,03;1001,2;339,512;19,053394;1;473774;6,463;6,327;6,404;34;31,54;44,996;
2021-06-20;15:32:51;7;0,44;1019,99;1001,17;325,975;19,053591;1;473834;6,675;6,535;6,613;34,001;31,61;44,635;
2021-06-20;15:33:51;7;2,996;1020,03;1001,17;320,887;19,052609;1;473894;6,69;6,549;6,628;34,002;31,664;44,39;
2021-06-20;15:34:51;7;0,44;1020;1001,18;317,125;19,054082;1;473954;6,715;6,574;6,653;34,004;31,722;44,083;
2021-06-20;15:35:51;7;0,44;1019,94;1001,13;318,075;19,054376;1;474014;6,779;6,636;6,716;34;31,759;43,76;
2021-06-20;15:36:51;7;0,44;1019,93;1001,1;312,837;19,056241;1;474074;6,824;6,68;6,761;34,004;31,809;43,484;
2021-06-20;15:37:51;7;0,441;1019,97;1001,11;314,362;19,057124;1;474134;6,744;6,602;6,682;33,999;31,862;43,318;
2021-06-20;15:38:51;7;0,441;1019,97;1001,17;311,787;19,057223;1;474194;6,7;6,559;6,638;34;31,902;43,223;
2021-06-20;15:39:51;7;0,441;1019,99;1001,12;313,262;19,054671;1;474254;6,725;6,583;6,663;33,998;31,939;43,011;
2021-06-20;15:40:51;7;0,441;1019,97;1001,1;305,075;19,058106;1;474314;6,774;6,631;6,712;33,999;31,991;42,788;
2021-06-20;15:41:51;7;0,441;1019,98;1001,14;306,062;19,056536;1;474374;6,759;6,617;6,697;34,001;32,019;42,695;
2021-06-20;15:42:51;7;2,998;1019,99;1001,14;300,55;19,059186;1;474434;6,689;6,548;6,627;34,002;32,059;42,619;
2021-06-20;15:43:51;7;0,441;1019,94;1001,13;294;19,05899;1;474494;6,57;6,432;6,51;33,996;32,106;42,455;
2021-06-20;15:44:51;7;2,998;1019,95;1001,12;297,062;19,060364;1;474554;6,595;6,456;6,534;34;32,129;42,445;
2022-03-16;08:25:18;3;0,412;1054,25;1034,26;1323,587;18,859525;1;474633;24,876;25,156;24,645;24,043;21,217;38,926;
2022-03-16;08:26:18;3;0,415;1059,99;1039,91;1324,712;18,847156;1;474693;21,934;22,303;21,731;25,255;21,329;39,237;
2022-03-16;08:27:18;3;0,418;1061,85;1041,66;1322,662;18,863059;1;474753;20,878;21,265;20,685;26,255;21,528;39,307;
2022-03-16;08:28:18;3;0,42;1061,92;1041,79;1320,287;18,858347;1;474813;20,302;20,681;20,115;27,155;21,786;39,243;
2022-03-16;08:29:18;3;0,422;1061,44;1041,3;1306,537;18,854224;1;474873;20,58;20,954;20,39;28,012;22,08;39,088;
2022-03-16;08:30:18;3;0,423;1060,62;1040,51;1316,2;18,84166;1;474933;19,303;19,639;19,125;28,822;22,408;38,897;
2022-03-16;08:31:18;3;2,982;1059,7;1039,64;1308,862;18,844997;1;474993;18,567;18,875;18,396;29,602;22,753;38,632;
2022-03-16;08:34:11;3;0,425;1056,49;1036,42;1313,725;18,834985;1;475107;17,305;17,537;17,145;30,452;23,52;37,811;
2022-03-16;08:35:11;3;0,426;1057,48;1037,43;1323,275;18,831843;1;475167;16,778;17,02;16,623;31,391;23,94;37,514;
2022-03-16;08:36:11;3;0,427;1057,36;1037,44;1310,525;18,839205;1;475227;15,654;15,88;15,51;32,155;24,353;37,209;
2022-03-16;08:37:11;3;0,428;1057;1037,06;1304,612;18,838126;1;475287;15,097;15,31;14,958;32,871;24,762;36,853;
2022-03-16;08:38:11;3;0,429;1056,49;1036,51;1306,925;18,838126;1;475347;14,46;14,655;14,326;33,557;25,188;36,503;
2022-03-16;08:39:11;3;0,43;1055,96;1035,88;1260;18,84696;1;475407;13,77;13,948;13,643;34,223;25,616;36,103;
2022-03-16;08:40:11;3;2,988;1055,16;1035,05;963,65;18,911649;1;475467;13,299;13,46;13,176;34,031;26,032;35,7;
